age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
43,Masculin,926,Seule,1,false,1692 TX 91
22,F,496,En Couple,4,false,2209 TK 88
60,M,163,En Couple,3,false,4870 OD 80
47,M,592,En Couple,0,false,5997 WX 89
37,M,229,En Couple,3,true,8391 NH 81
63,M,225,Célibataire,0,false,2134 UK 18
36,M,423,Célibataire,0,false,2176 ED 92
52,N/D,183,Célibataire,0,false,3603 YQ 25
77,M,247,En Couple,0,false,7583 LX 56
40,M,953,Seule,3,false,6501 GA 83
31,F,430,Célibataire,0,false,6202 VK 65
26,M,568,Célibataire,0,false,9159 ER 68
54,M,531,Célibataire,0,false,9025 QU 71
26,M,226,En Couple,2,false,7616 AF 78
25,F,1399,En Couple,2,true,1342 EI 64
30,M,206,En Couple,2,false,5773 IC 30
32,M,199,Seule,2,false,9285 TM 33
19,M,553,En Couple,2,false,8906 LE 42
73,M,760,Seule,2,false,7126 QL 21
30,F,197,En Couple,1,false,6936 RG 67
33,F,530,En Couple,3,false,3368 MQ 74
52,M,1149,En Couple,4,false,2757 DW 63
68,M,517,En Couple,0,false,4142 UZ 72
22,M,1214,En Couple,0,false,4569 LC 31
68,F,458,En Couple,1,false,9587 MY 39
78,F,583,En Couple,0,false,9493 SK 33
58,M,535,Célibataire,0,false,1663 IP 57
22,F,1304,Célibataire,0,false,3747 GB 90
52,F,505,En Couple,4,false,5201 UR 88
70,F,434,Célibataire,0,false,5931 YP 37
65,M,245,En Couple,2,false,2452 HJ 26
43,M,810,En Couple,0,false,4025 IO 42
69,M,580,En Couple,3,false,8796 LI 37
32,M,165,Seule,3,false,2889 AK 48
40,M,559,Célibataire,0,false,9080 GN 64
55,M,531,Célibataire,0,false,750 RR 80
49,M,473,En Couple,3,false,4703 FP 16
38,F,161,En Couple,1,false,8388 DU 53
26,F,853,Célibataire,0,false,2436 AN 31
37,M,802,Célibataire,0,false,6355 LX 14
26,F,589,En Couple,3,false,9540 EM 11
18,M,160,En Couple,0,true,2316 JU 54
47,F,1318,Célibataire,0,false,7925 UW 72
31,M,845, ,0,false,1307 YO 81
59,M,570,En Couple,4,false,8679 GB 50
21,M,1283,En Couple,4,false,7253 KP 94
50,F,1098,En Couple,4,false,9940 QN 50
54,F,455,En Couple,2,false,1241 GF 33
29,M,468,Célibataire,0,false,9824 KF 95
25,M,556,En Couple,3,false,1521 LA 23
25,F,588,En Couple,3,false,3707 QS 51
48,F,1354,En Couple,0,false,4223 AA 49
33,Homme,465,En Couple,1,false,76 JY 12
37,M,183,En Couple,1,true,3554 NI 37
21,M,558,En Couple,4,false,565 FW 50
73,M,730,En Couple,2,false,8528 EZ 28
76,M,1382,En Couple,0,false,4275 OS 10
47,F,920,En Couple,1,true,5371 VA 65
44,M,1207,En Couple,2,false,8525 GF 23
72,M,151,En Couple,2,false,3039 RR 13
48,M,455,En Couple,0,true,4722 PP 14
79,M,467,En Couple,2,false,2655 HV 97
54,M,489,Célibataire,0,false,4253 WA 89
57,M,540,En Couple,2,false,7756 FX 48
50,F,486,Célibataire,0,false,2834 QO 89
40,M,532,En Couple,4,false,4576 TI 47
40,?,465,En Couple,2,true,6240 XC 62
41,M,176,Marié(e),0,false,6733 PI 79
18,M,450,En Couple,0,false,6414 ZL 37
36,M,1338,Célibataire,0,false,7968 WS 40
20,M,1370,Célibataire,0,false,4671 EI 55
62,F,153,En Couple,0,false,1777 GL 14
43,M,575,Célibataire,0,false,5872 RF 17
33,F,507,Célibataire,0,false,4722 VJ 10
20,M,585,En Couple,0,false,4055 VE 68
39,F,806,En Couple,4,false,3662 JG 31
28,M,584,Célibataire,0,false,2995 NR 30
22,M,1038,En Couple,0,true,3289 UL 42
64,M,480,Célibataire,0,false,5808 BU 47
53,F,540,En Couple,0,false,7475 HB 72
22,F,445,Célibataire,0,false,3922 GC 91
65,M,598,Célibataire,0,false,263 IE 48
70,M,1205,Célibataire,0,false,1526 OB 73
80,M,1064,En Couple,1,false,4325 NS 17
57,M,1073,En Couple,0,false,662 OI 77
70,M,222,En Couple,4,false,5838 UZ 47
59,M,1034,Seul,0,false,9603 CX 27
71,F,587,En Couple,3,true,2326 YF 40
28,M,591,En Couple,2,false,1130 BW 26
76,M,1186,En Couple,3,true,929 GZ 46
58,F,456,Célibataire,0,false,450 NH 81
32,F,454,En Couple,3,false,8184 FX 53
65,M,245,En Couple,2,false,2906 TL 86
28,M,421,En Couple,2,false,2386 YN 57
57,M,1269,En Couple,3,false,3741 SF 66
77,F,420,Seule,2,false,2398 HT 27
21,M,493,En Couple,4,false,623 VE 13
45,F,507,Célibataire,0,false,9573 DV 66
49,F,532,En Couple,0,true,1358 LR 40
36,Masculin,426,Célibataire,0,false,4714 UV 88
58,M,730,Célibataire,0,false,6867 CL 62
48,F,776,Célibataire,0,false,8795 KX 56
26,F,525,Célibataire,0,false,2113 HY 86
46,M,537,Célibataire,0,false,4687 EK 49
80,M,519,En Couple,1,false,4530 HG 90
45,F,1054,En Couple,4,false,7847 QL 59
25,M,519,Célibataire,0,false,9951 FS 52
72,F,413,Célibataire,0,false,9583 MI 71
22,M,577,En Couple,1,false,9734 SY 55
56,M,1357,En Couple,2,false,5467 XO 90
24,F,592,En Couple,2,true,979 GR 20
50,M,192,En Couple,2,false,8876 GC 93
65,M,593,En Couple,1,false,393 JI 64
38,Homme,192,En Couple,4,false,9659 NP 57
19,F,503,En Couple,2,false,4600 TP 11
26,M,1267,En Couple,0,false,3994 JG 60
21,F,1201,Célibataire,0,false,9718 QV 85
39,F,500,En Couple,4,false,6088 XI 48
68,M,567,En Couple,3,true,504 SC 19
58,M,892,En Couple,0,false,7083 OU 71
49,M,439,En Couple,3,true,9528 KF 67
54,F,935,En Couple,2,false,7876 YG 14
40,M,477,En Couple,1,false,1213 QU 11
43,M,591,En Couple,1,false,8336 TC 41
24,M,522,Célibataire,0,false,5448 UI 23
42,F,209,Seule,1,false,7812 CR 62
26,M,751,Célibataire,0,false,2931 RF 12
63,M,1204,Célibataire,0,false,8558 CM 70
31,F,199,Célibataire,0,false,2 NS 80
61,F,553,En Couple,2,true,6232 XO 42
28,M,457,En Couple,0,true,5395 PY 48
24,M,1079,En Couple,2,false,4406 ZU 72
41,M,1369,En Couple,3,false,3455 ZM 15
21,F,539,Célibataire,0,false,4740 VW 53
43,M,168,Célibataire,0,false,7896 AS 53
34,Homme,545,Célibataire,0,false,3194 AE 20
79,M,592,Célibataire,0,false,9691 QU 38
20,F,1044,En Couple,0,true,4346 TT 33
25,M,434,En Couple,4,false,8445 QB 66
68,F,239,En Couple,1,false,1934 TL 95
52,F,528,En Couple,3,false,9488 GX 59
58,M,923,En Couple,0,true,8252 EB 55
20,F,424,En Couple,1,false,1676 QX 52
37,M,497,En Couple,0,false,115 QV 64
49,M,243,En Couple,3,false,8536 WM 38
49,M,701,En Couple,4,false,653 CJ 27
27,M,190,En Couple,3,true,7824 SE 80
32,F,1236,Célibataire,0,false,2877 ZX 76
74,M,1371,En Couple,0,false,8990 NC 55
25,F,491,En Couple,3,false,8864 RB 41
28,M,413,En Couple,1,false,5459 ZV 79
50,M,887,En Couple,1,false,350 ER 96
46,M,917,En Couple,1,true,3580 MM 38
24,Masculin,504,En Couple,1,false,4935 GW 75
62,M,1166,En Couple,0,true,6047 AR 23
40,F,584,Célibataire,0,false,5287 IX 82
44,F,507,En Couple,2,false,7629 LV 12
82,M,156,En Couple,4,false,9412 DI 31
50,F,1278,En Couple,3,true,3776 GQ 16
51,M,193,Célibataire,0,false,4717 HB 22
24,F,1371,En Couple,1,false,3211 KW 88
83,M,768,Célibataire,0,false,506 UK 54
59,M,222,Célibataire,0,false,9583 DR 16
43,F,426,En Couple,1,false,6016 ST 31
54,F,244,En Couple,2,false,5586 LM 39
28,F,577,En Couple,3,false,5292 GE 64
34,M,449,En Couple,0,true,8439 IM 73
54,M,561,En Couple,3,true,9444 LO 42
50,M,491,Seul,0,false,538 BD 83
44,F,488,En Couple,3,true,5067 YX 21
52,F,1102,En Couple,1,false,4162 NX 13
33,M,587,En Couple,0,true,8412 DH 32
18,F,505,En Couple,4,false,1888 YC 22
59,M,1376,En Couple,4,true,9675 MH 31
69,M,522,Célibataire,0,false,8044 ZQ 44
54,M,709,En Couple,2,true,6873 VS 24
19,M,463,En Couple,2,false,557 WM 79
22,M,226,En Couple,3,false,4863 SL 23
82,F,478,Seule,3,false,8463 OI 94
58,M,457,Célibataire,0,false,2367 MD 88
37,Masculin,509,En Couple,4,false,9803 IB 66
31,M,1181,En Couple,2,false,4711 MN 75
35,F,473,En Couple,4,false,7572 MZ 97
37,F,1396,Célibataire,0,false,7663 DP 61
42,M,426,Seule,3,false,1862 AY 29
39,M,475,Célibataire,0,false,6680 LQ 97
43,M,512,Seule,3,false,3255 JR 38
18,M,460,Célibataire,0,false,5020 PR 94
63,M,560,En Couple,4,false,6744 AL 95
38,M,555,En Couple,2,false,659 EI 37
57,M,1145,Célibataire,0,false,9779 CU 86
19,F,208,En Couple,1,false,6202 RT 49
49,M,1318,En Couple,3,false,5803 GH 60
18,M,152,En Couple,1,false,6683 FY 60
69,M,195,Célibataire,0,false,5153 QP 33
75,M,1321,En Couple,1,true,3689 WX 22
63,M,1035,En Couple,3,false,1707 LJ 93
39,M,545,En Couple,4,?,882 YB 95
18,M,197,En Couple,2,false,2348 HV 60
30,M,490,En Couple,3,false,7517 YG 24
22,M,524,En Couple,0,true,1120 KG 50
34,F,520,En Couple,2,false,8027 EN 41
67,M,512,Célibataire,0,false,5134 DV 49
59,F,519,En Couple,0,false,7560 EJ 93
75,M,229,Célibataire,0,false,1686 TO 65
57,Masculin,956,En Couple,0,false,6537 OC 77
24,M,207,Célibataire,0,false,9411 KX 69
46,M,470,En Couple,1,false,4685 CK 19
43,F,164,En Couple,1,false,488 UL 25
53,M,535,En Couple,0,false,5310 RN 23
20,M,911,Célibataire,0,false,3300 SG 34
50,M,744,Célibataire,0,false,2687 ZN 25
84,M,450,En Couple,2,false,5631 HA 52
49,M,433,En Couple,2,true,7245 TY 28
54,M,710,En Couple,4,false,5180 KN 16
69,F,944,Célibataire,0,false,7743 DV 43
52,M,154,En Couple,3,false,1735 JN 89
19,M,159,En Couple,2,false,3335 GG 67
20,M,499,Célibataire,0,false,294 MF 84
22,F,479,En Couple,2,false,1152 BZ 61
22,M,505,Célibataire,0,false,9258 UF 62
28,M,853,Célibataire,0,false,4160 HJ 70
65,F,228,En Couple,1,false,316 UE 96
19,M,841,En Couple,0,false,4853 ZH 37
34,M,581,Célibataire,0,false,18 CS 24
28,F,743,En Couple,2,false,2585 PT 56
29,M,163,Célibataire,0,false,6841 SB 33
18,M,437,Célibataire,0,false,704 HB 58
42,F,410,En Couple,0,false,4570 II 30
59,M,432,En Couple,0,false,6199 GN 62
30,F,456,Célibataire,0,false,151 ZQ 76
51,M,226,En Couple,3,false,6868 HG 60
51,M,984,Célibataire,0,false,9132 MX 31
65,M,472,En Couple,0,false,5370 GW 24
44,M,931,Célibataire,0,false,6176 HJ 89
28,M,586,En Couple,3,true,7747 ZB 23
52,M,597,En Couple,0,false,6723 YL 95
77,M,767,En Couple,1,false,5142 VF 98
48,M,233,Seul,0,false,9424 PD 95
57,M,192,En Couple,2,false,8736 LZ 88
57,M,585,Célibataire,0,false,8506 IR 32
21,F,191,En Couple,1,false,7980 SK 81
78,F,815,En Couple,3,false,3776 FN 91
21,M,428,Célibataire,0,false,8093 LV 38
47,M,543,En Couple,2,true,9114 JE 20
23,F,455,Célibataire,0,false,2001 KX 42
37,M,766,En Couple,0,false,7115 WS 45
27,M,1103,Célibataire,0,false,3229 TD 14
19,M,571,En Couple,2,false,1903 MP 16
58,M,207,En Couple,1,true,9621 NI 77
57,F,526,Célibataire,0,false,2684 PE 46
24,M,1359,Seul,0,false,6482 AR 11
28,M,476,En Couple,2,false,2290 PW 82
30,M,481,En Couple,0,false,4155 LG 85
68,M,548,Célibataire,0,false,7661 VS 70
19,M,558,Célibataire,0,false,7055 KU 90
59,M,168,Célibataire,0,false,9103 EM 86
24,M,760,Célibataire,0,false,4775 DW 58
39,F,449,Célibataire,0,false,728 YI 77
47,F,473,En Couple,3,false,5622 IM 20
36,M,886,En Couple,3,false,4608 RB 41
20,F,452,Célibataire,0,false,5514 JB 22
22,M,933,Célibataire,0,false,9561 BK 82
20,F,863,En Couple,1,false,2122 AP 89
28,M,447,En Couple,3,false,5775 RV 43
82,M,447,En Couple,3,false,7751 DD 39
79,M,922,En Couple,2,false,6857 OS 25
62,M,569,En Couple,3,false,4125 DM 15
49,M,402,Célibataire,0,false,8599 II 42
52,F,1263, ,1,false,9201 KO 16
54,F,408,En Couple,1,false,499 TJ 49
45,M,1134,En Couple,3,false,9058 DK 23
31,M,501,En Couple,1,false,4306 GJ 14
56,M,1087,Seule,2,false,665 NI 40
40,M,514,Seule,3,false,8546 IA 76
21,M,442,En Couple,1,true,9370 XQ 62
51,F,454,En Couple,1,false,3675 LF 85
25,F,424,En Couple,3,false,8931 SX 95
40,M,206,Célibataire,0,false,5136 OU 33
24,M,241,Célibataire,0,false,8586 HW 42
48,M,598,En Couple,3,false,1197 EX 67
30,M,552,En Couple,2,false,4545 SV 16
81,M,1284,En Couple,3,false,8328 XB 79
66,F,470,Célibataire,0,false,2787 QV 70
49,M,555,En Couple,3,false,3473 ME 53
72,M,475,En Couple,1,false,2661 YC 73
66,F,471,En Couple,2,true,7651 UE 62
40,M,478,En Couple,4,false,8936 ZF 87
65,M,468,Célibataire,0,false,6227 UY 11
59,M,554,En Couple,1,false,2931 EG 88
71,F,1129,En Couple,0,true,7742 VA 12
69,M,597,En Couple,0,false,5722 JT 87
28,M,166,En Couple,1,false,1548 MK 43
18,Homme,217,En Couple,4,false,5996 YT 85
29,M,586,Célibataire,0,false,6145 HP 40
55,M,185,En Couple,0,false,7326 CA 64
77,F,431,Seule,2,false,4536 AW 44
59,F,234,Célibataire,0,false,2243 PV 35
26,M,226,En Couple,0,false,9464 JE 46
65,M,460,En Couple,2,false,6661 DJ 70
21,F,436,Célibataire,0,false,1585 YV 29
53,M,996,En Couple,2,false,4218 CC 54
31,F,529,En Couple,2,false,5309 OX 74
21,M,726,En Couple,3,false,3025 ZF 61
76,M,175,En Couple,2,false,2369 NS 82
24,M,532,Célibataire,0,false,3700 DA 51
62,M,556,En Couple,4,true,6859 GF 42
30,M,489,Célibataire,0,false,9974 KM 21
52,F,499,Seule,2,false,5955 CL 21
45,F,565,Seule,3,false,1252 IN 57
25,M,1049,En Couple,1,false,2844 BF 83
64,M,478,En Couple,1,true,4486 CQ 98
53,F,204,En Couple,3,true,7489 WM 57
55,M,225,En Couple,0,false,252 EN 85
72,M,1182,En Couple,2,false,7242 HV 49
54,M,175,Célibataire,0,false,7906 CQ 84
22,M,1113,Célibataire,0,false,678 AT 21
38,F,562,En Couple,1,false,1966 NO 89
33,M,514,En Couple,1,false,8609 GX 42
42,M,566,En Couple,1,false,2511 HX 24
56,M,404,En Couple,0,false,5965 RT 30
77,M,486,Célibataire,0,false,1405 TG 66
41,F,410,Célibataire,0,false,9738 EJ 64
47,M,483,En Couple,4,true,4909 FB 94
19,M,1170,Célibataire,0,false,1439 HO 11
39,M,503,Célibataire,0,false,2092 NZ 65
26,M,703,En Couple,2,false,3056 RA 43
20,Masculin,734,En Couple,0,false,337 CE 66
23,F,220,Célibataire,0,false,104 JV 84
21,M,502,En Couple,1,false,5773 ZI 63
19,M,165,En Couple,0,false,6030 WA 86
23,M,552,En Couple,1,false,3451 TB 26
59,M,566,En Couple,1,false,5057 DR 77
43,M,407,Célibataire,0,false,7154 QO 65
80,F,176,Célibataire,0,false,5694 HO 82
42,M,786,En Couple,0,false,2448 CP 44
50,M,547,En Couple,3,false,8982 PV 24
26,M,1065,En Couple,2,false,1518 UY 64
58,M,590,En Couple,1,false,3818 MQ 95
83,M,485,En Couple,4,true,8528 BK 98
48,M,244,Célibataire,0,false,5665 GH 57
23,M,580,Célibataire,0,false,6180 HV 73
54,M,542,Célibataire,0,false,2702 VW 59
68,M,1342,En Couple,1,true,1119 GI 84
66,M,1042,Célibataire,0,false,8364 XP 46
44,F,1180,Seule,1,false,869 YM 71
83,M,538,En Couple,0,false,3171 OT 36
77,F,407,En Couple,0,false,9056 IE 51
25,M,520,En Couple,2,false,9986 AA 82
27,M,503,En Couple,1,false,3477 OL 59
79,M,214,En Couple,3,false,1060 YS 67
22,F,731,En Couple,2,false,884 TZ 15
57,F,404,Célibataire,0,false,8749 YN 43
77,N/D,1337,En Couple,4,false,774 BR 36
19,M,448,N/D,0,false,1116 NE 57
41,M,419,En Couple,0,false,799 WN 73
29,M,555,En Couple,2,true,4617 VP 12
69,M,437,Célibataire,0,false,8027 DO 65
43,M,496,Célibataire,0,false,885 SN 19
43,M,195,En Couple,2,false,8018 FK 17
84,M,493,En Couple,0,false,9038 PM 54
46,F,512,En Couple,2,false,3973 DY 40
45,M,892,En Couple,3,false,6298 FS 10
54,M,1290,Célibataire,0,false,9696 XE 97
75,M,1123,En Couple,2,false,2408 XK 55
28,M,502,En Couple,3,false,5400 JN 50
?,M,489,Célibataire,0,false,9684 UY 10
49,F,1245,Seule,2,false,5116 IZ 26
30,M,591,Célibataire,0,false,9266 CM 56
55,M,1157,Célibataire,0,false,8790 BV 80
26,M,1293,Célibataire,0,false,112 FW 58
33,M,1216,Célibataire,0,false,8617 ZO 50
51,M,867,En Couple,3,false,8022 AW 22
52,F,735,Divorcée,2,false,9186 CI 74
31,F,563,En Couple,0,false,1302 ZY 23
67,M,239,En Couple,2,true,3528 UV 80
60,M,849,En Couple,0,true,1790 KP 65
53,F,464,En Couple,4,false,3245 HH 40
48,M,433,En Couple,3,false,8850 EC 17
56,M,151,Célibataire,0,false,1804 IN 55
81,M,413,En Couple,2,false,2708 YW 89
84,M,533,Seule,2,false,1163 CA 25
31,F,466,En Couple,1,false,3006 RW 28
66,F,183,En Couple,1,false,5336 PQ 11
28,M,408,Seule,1,false,8709 WU 92
41,M,490,En Couple,2,true,6814 KQ 16
18,F,823,En Couple,1,false,9493 ZH 95
52,M,419,En Couple,0,false,6270 SK 32
76,Masculin,472,En Couple,3,false,25 KT 47
29,M,169,En Couple,2,false,5704 SH 33
22,M,476,En Couple,4,false,6449 FD 79
53,M,224,En Couple,4,true,7793 IR 67
18,M,790,Célibataire,0,false,443 GG 78
27,M,574,En Couple,1,false,28 SW 22
22,M,892,En Couple,3,false,4748 FN 33
56,F,242,Célibataire,0,false,7364 UW 30
70,F,997,En Couple,1,false,8070 MR 76
21,M,1351,En Couple,1,false,4685 SD 55
46,F,582,Célibataire,0,false,3122 OG 19
80,M,418,En Couple,3,false,952 WI 56
65,M,242,En Couple,1,false,7029 DF 37
80,M,173,En Couple,1,false,221 NT 86
19,F,1183,En Couple,3,true,3628 EN 62
48,M,965,Célibataire,0,false,3984 NF 39
?,F,485,Célibataire,0,false,9953 KB 51
59,F,496,En Couple,2,false,7438 UK 77
77,F,157,Célibataire,0,false,8149 SY 26
34,M,229,Célibataire,0,false,2207 KK 15
27,M,205,En Couple,1,false,1382 KT 87
63,M,192,Célibataire,0,false,8499 ZR 96
41,M,1190,En Couple,0,false,4792 VN 82
76,F,454,Célibataire,0,false,3383 DK 29
53,F,164,En Couple,2,false,653 PA 43
57,M,450,En Couple,1,false,399 RK 85
32,F,1209,En Couple,2,false,9647 IW 67
35,M,412,Célibataire,0,false,523 ZP 91
80,F,1375,Célibataire,0,false,9874 EZ 53
78,M,557,En Couple,2,false,5572 WQ 70
51,M,539,En Couple,2,false,6373 IY 64
38,F,180,En Couple,2,true,6557 OD 75
63,M,951,En Couple,2,false,8591 YF 64
72,M,506,Célibataire,0,false,9092 PJ 13
38,M,1131,En Couple,1,true,5347 JM 66
50,F,1192,Célibataire,0,false,9328 AI 17
67,M,512,Célibataire,0,false,3934 RP 20
50,M,966,En Couple,2,false,9058 BC 68
20,M,1181,En Couple,2,false,5862 SP 48
55,M,575,Seule,1,false,6870 UK 88
44,F,156,En Couple,1,true,5482 XN 63
36,M,852,En Couple,1,false,7920 YH 83
25,M,477,En Couple,2,false,3030 UE 60
79,F,531,En Couple,0,false,4497 QQ 92
78,M,421,En Couple,3,false,8957 BV 88
82,M,420,En Couple,0,false,5746 NX 19
56,M,506,En Couple,0,false,3775 WJ 76
73,F,199,En Couple,1,true,8325 YN 55
48,M,478,En Couple,1,false,8883 PF 47
78,M,549,Célibataire,0,false,2297 XS 73
43,M,216,En Couple,1,true,2811 BF 66
46,M,451,En Couple,3,false,6548 EZ 54
31,F,233,En Couple,0,false,8836 SG 86
57,M,562,Célibataire,0,false,7224 GR 32
26,F,508,Seule,1,false,9141 SN 30
38,M,215,En Couple,0,false,7072 QO 73
83,F,544,Divorcée,2,false,9500 NG 24
38,M,417,Célibataire,0,false,6817 OC 21
59,M,756,En Couple,2,false,8646 CJ 83
75,M,936,En Couple,3,false,6972 KN 48
72,F,1281,Célibataire,0,false,3206 ZI 65
75,M,980,En Couple,0,false,584 YC 47
20,M,438,Célibataire,0,false,2411 XO 95
52,M,1273,En Couple,3,false,4442 QB 25
39,F,475,En Couple,1,false,5788 SX 18
46,M,568,Célibataire,0,false,2126 JT 41
29,Féminin,1101,Célibataire,0,false,1692 VE 19
49,M,504,Célibataire,0,false,1484 QK 61
72,M,948,En Couple,3,true,3960 EE 31
59,F,972,Célibataire,0,false,8726 DY 32
29,F,861,Célibataire,0,false,1141 OX 39
50,M,558,En Couple,4,false,4982 RG 61
33,Homme,225,Célibataire,0,false,469 LZ 82
76,M,599,En Couple,3,true,4994 CH 13
38,M,406,En Couple,2,true,9232 FU 27
21,M,978,Célibataire,0,false,2010 BG 71
50,F,514,Célibataire,0,false,9069 PA 93
73,M,1316,Seule,3,false,3030 JR 79
37,M,571,En Couple,2,true,2152 MR 98
69,M,504,En Couple,1,false,489 ZR 12
56,F,427,Célibataire,0,false,1643 ON 10
18,M,568,En Couple,2,false,5458 KU 36
77,M,235,En Couple,2,true,55 YM 48
72,M,1392,En Couple,3,false,8280 VN 42
24,F,468,En Couple,2,false,6489 DJ 12
47,M,584,En Couple,0,false,219 XJ 68
39,M,471,Célibataire,0,false,3751 LR 25
58,M,233,Célibataire,0,false,3752 AW 95
35,M,465,En Couple,4,false,4066 LG 47
35,F,949,En Couple,0,false,3395 NH 82
48,M,425,Célibataire,0,false,804 EI 37
79,F,156,En Couple,4,false,4523 WN 79
25,M,525,En Couple,2,true,9969 VR 67
25,M,1385,En Couple,0,false,4299 DV 51
26,M,494,Célibataire,0,false,791 YK 90
57,F,558,En Couple,0,false,6405 KF 11
67,F,546,En Couple,3,false,5007 NH 49
27,M,833,En Couple,0,false,8503 BM 12
45,F,512,Célibataire,0,false,3371 SO 29
41,M,183,En Couple,4,false,9415 DB 55
55,M,464,Célibataire,0,false,3176 CL 13
24,Masculin,161,En Couple,3,false,5384 WR 74
33,M,442,En Couple,0,false,9787 IT 56
46,F,1209,Célibataire,0,false,7317 IA 39
36,M,406,En Couple,3,false,150 DL 21
50,F,528,Célibataire,0,false,6211 HU 69
54,M,596,En Couple,0,false,8673 PN 41
83,M,453,Célibataire,0,false,2064 EK 74
21,M,778,En Couple,1,false,195 DO 71
64,F,423,Célibataire,0,false,904 CK 91
80,Masculin,1114,En Couple,0,false,6872 VU 37
44,M,242,En Couple,4,false,1564 HJ 87
21,M,506,En Couple,1,false,5145 QG 67
38,M,552,En Couple,3,true,1450 DB 81
48,F,491,En Couple,1,false,5114 KY 97
28,F,495,Célibataire,0,false,8426 JU 90
52,M,454,Célibataire,0,false,693 OR 48
25,F,446,En Couple,1,true,989 BS 30
34,F,425,Célibataire,0,false,2161 CI 39
39,M,-1,Célibataire,0,false,5342 GH 71
37,M,875,En Couple,4,false,8031 XN 60
30,F,811,En Couple,0,false,8354 LG 97
51,M,741,Seule,2,false,7080 HM 10
31,M,560,En Couple,2,false,233 VI 38
38,M,587,En Couple,3,false,7938 PN 92
22,F,1371,En Couple,3,false,7996 YG 67
24,M,522,En Couple,3,false,1546 GX 29
29,M,536,Célibataire,0,false,1471 DM 46
23,M,583,En Couple,3,false,937 YW 21
53,M,523,Seule,2,false,7822 UN 90
64,Masculin,412,En Couple,0,true,5425 NQ 13
26,M,188,En Couple,4,true,705 KP 53
53,M,1156,En Couple,1,false,1359 RF 53
27,M,470,En Couple,3,false,2105 NQ 41
36,F,1357,En Couple,0,true,6664 ZK 28
52,F,577,En Couple,0,false,9074 HF 46
49,M,889,En Couple,3,false,9965 NA 28
43,M,153,Célibataire,0,false,2897 QA 27
42,M,430,En Couple,0,false,2441 BB 81
55,F,1327,Célibataire,0,false,6294 WL 40
40,M,579,En Couple,2,false,6543 IQ 83
44,F,584,En Couple,0,false,1864 UK 20
22,F,238,Célibataire,0,false,3230 QJ 47
60,F,476,En Couple,4,true,77 BO 56
45,M,542,Célibataire,0,false,703 VF 54
32,M,813,Célibataire,0,false,2833 DT 48
55,M,895,En Couple,1,false,1651 LC 16
25,F,1110,En Couple,0,true,8987 MD 25
21,M,205,Célibataire,0,false,7079 MV 29
23,M,198,En Couple,0,false,3645 NS 30
75,M,571,En Couple,1,false,7553 IR 20
25,M,589,En Couple,3,false,6355 VS 87
73,F,458,En Couple,0,false,9201 EY 67
18,M,415,Célibataire,0,false,1312 OP 17
23,M,151,En Couple,2,false,7507 ES 44
47,F,442,En Couple,4,false,2758 AB 15
41,M,1199,En Couple,1,false,7482 XR 94
48,M,1050,Célibataire,0,false,5100 HA 58
24,F,181,En Couple,2,false,5876 RD 72
34,F,403,En Couple,3,false,8295 HL 81
77,F,1091,Seule,2,false,2122 AI 57
52,M,948,Célibataire,0,false,8084 JH 43
26,M,596,En Couple,0,false,8014 LQ 64
60,F,1339,En Couple,4,true,6921 CX 76
20,M,700,En Couple,0,false,8780 AQ 85
37,M,226,Célibataire,0,false,4697 UY 33
41,M,427,Célibataire,0,false,267 AG 25
18,M,748,Célibataire,0,false,5646 GE 44
30,M,553,En Couple,3,false,4347 VW 40
54,F,407,En Couple,2,false,5439 CZ 40
61,M,229,En Couple,3,false,3735 TE 77
26,F,741,En Couple,0,false,1881 RL 36
20,F,167,En Couple,3,false,722 KN 26
49,M,1372,En Couple,1,false,3624 KW 67
50,M,219,En Couple,0,false,2619 GX 87
71,M,1072,En Couple,0,false,4493 JA 54
75,M,472,En Couple,0,false,1994 WE 14
59,F,474,En Couple,0,false,3638 NT 18
47,F,1277,Célibataire,0,false,2434 CV 57
25,M,572,Célibataire,0,false,843 LP 56
70,M,1354,Célibataire,0,false,287 WO 77
